105;53;258
107;110;240
227;264;256
277;278;223
4;87;181
181;226;225
279;53;277
23;232;14
213;205;198
88;69;260
141;215;19
19;234;84
92;274;69
56;271;46
97;205;282
275;223;37
163;71;161
222;117;19
26;136;225
4;56;287
226;171;284
81;114;192
190;82;233
110;196;43
21;127;266
251;194;232
60;131;257
52;157;40
188;113;264
249;24;278
100;66;185
165;154;122
49;161;60
182;117;44
83;70;280
103;298;92
115;286;149
55;187;293
72;278;211
5;288;44
110;257;6
209;156;35
258;82;122
170;294;50
25;136;254
218;188;224
96;195;153
53;147;238
204;149;47
100;64;60
80;61;115
137;26;76
203;114;178
242;129;179
4;22;207
100;27;288
177;153;21
194;30;174
285;50;68
62;16;110
203;116;74
14;252;180
152;52;17
213;18;248
81;92;14
196;182;12
1;261;299
35;117;142
112;157;116
174;44;178
71;27;97
11;203;97
232;178;116
169;95;203
34;37;86
239;107;85
102;79;43
70;223;81
221;50;80
186;124;290
203;56;111
233;281;76
24;34;161
166;282;51
198;88;226
282;289;244
106;166;31
92;228;249
135;217;206
49;14;139
57;204;169
35;181;278
239;229;144
276;5;72
154;158;182
233;203;223
159;273;47
261;80;274
142;265;140
130;106;280
26;92;173
28;205;169
131;24;219
33;68;145
129;124;117
192;186;60
41;123;33
77;247;25
93;14;235
132;15;116
113;176;89
184;118;298
14;36;25
51;83;20
3;225;267
268;104;92
136;247;87
139;54;82
41;255;126
201;221;289
121;120;212
189;219;85
225;128;170
180;85;296
270;188;250
270;21;150
97;290;5
288;124;68
275;177;295
140;105;9
214;285;194
211;193;6
279;185;91
67;92;198
30;220;58
67;189;285
104;84;169
205;100;279
221;201;255
18;242;255
43;276;59
215;11;173
291;276;298
290;190;79
11;107;277
248;264;147
75;37;8
154;188;276
284;151;178
235;4;228
170;98;232
192;241;181
217;268;17
221;41;151
248;135;258
238;264;40
179;273;205
261;105;269
71;124;101
194;73;292
168;4;38
144;169;13
205;56;126
174;279;24
82;2;37
90;2;149
240;218;212
177;10;24
21;231;55
143;148;230
200;25;116
162;208;146
158;19;33
196;41;169
118;180;267
30;78;114
129;297;14
209;154;72
160;16;20
140;11;261
227;269;57
109;154;92
59;288;129
7;140;185
66;125;107
53;285;10
218;192;299
79;155;237
129;60;159
159;285;168
197;297;228
204;14;152
263;205;29
46;102;27
263;279;162
35;13;268
116;76;32
28;214;90
69;224;296
19;154;254
18;201;255
12;85;4
118;10;41
206;168;38
262;192;236
18;91;86
186;22;7
20;282;230
34;97;276
285;83;64
267;121;134
183;98;132
246;177;214
141;25;223
267;168;46
147;171;87
183;168;289
142;127;114
21;33;74
113;258;120
259;23;297
239;149;191
285;142;238
220;192;112
70;154;97
113;72;143
152;226;278
182;269;253
259;44;261
56;262;220
9;218;145
149;141;138
215;186;204
1;288;181
28;283;249
144;244;276
33;18;187
233;123;212
163;64;233
275;73;210
95;27;106
113;113;286
214;252;281
140;244;223
60;116;103
298;187;282
131;164;19
216;259;224
168;54;292
229;143;210
123;114;59
106;140;249
271;283;68
12;38;149
232;71;147
23;292;104
215;253;295
138;100;293
150;251;239
226;168;113
252;154;101
113;138;205
163;60;108
297;69;281
167;259;157
69;171;271
210;143;37
43;3;258
204;286;215
86;80;122
185;271;16
55;24;257
235;192;141
177;112;194
208;25;249
106;151;275
84;99;168
19;173;3
42;118;114
243;12;36
74;276;175
75;63;113
253;69;114
8;198;233
260;79;29
7;149;104
221;150;120
249;34;126
43;258;52
277;191;165
215;3;154
273;184;160
108;60;108
153;288;135
77;39;156
80;251;222
182;28;220
183;69;150
17;26;2
157;240;162
56;290;34
18;63;66
240;30;260
167;22;286
237;109;97
14;156;196
137;193;103
186;285;156
174;85;58
68;147;138
77;287;204
270;95;292
168;208;41
273;124;60
109;130;131
252;196;166
297;149;180
289;185;125
165;270;185
97;19;66
127;164;266
278;146;183
48;91;47
192;111;294
1;26;278
192;63;169
49;95;52
197;140;165
196;114;70
138;61;241
36;203;175
148;174;238
38;115;171
124;203;288
169;39;294
61;117;34
38;199;88
240;247;188
284;25;244
192;246;283
281;278;290
16;196;191
102;170;68
41;67;210
283;60;144
293;1;236
211;119;283
85;62;34
135;99;25
144;233;46
79;29;44
155;95;296
15;98;265
75;160;118
156;116;94
216;197;130
80;198;221
17;43;237
177;292;79
160;246;258
230;262;188
275;264;192
59;291;270
164;21;265
41;36;291
270;16;212
34;290;140
209;150;92
277;115;202
225;241;295
14;55;151
190;154;178
274;110;290
39;145;33
24;223;189
268;69;38
45;52;63
32;254;177
34;168;242
23;296;182
223;208;110
69;252;9
73;116;281
1;41;116
115;72;4
91;47;44
136;102;221
230;11;241
112;136;128
21;15;212
179;227;202
83;95;239
55;160;199
98;295;143
149;95;153
61;269;28
50;207;43
85;134;43
239;185;278
10;65;150
128;51;151
64;210;238
104;160;182
240;225;36
238;225;117
29;93;261
148;254;129
58;33;23
77;57;248
109;274;26
295;231;72
159;182;133
85;153;192
25;112;285
58;139;134
118;25;222
42;50;22
38;258;102
272;148;198
129;295;253
203;124;105
298;95;98
226;96;172
217;94;157
128;153;7
150;161;3
227;84;148
123;13;156
269;254;239
43;84;295
79;95;144
249;21;157
120;152;96
223;144;49
292;52;75
125;231;234
179;68;100
295;176;107
157;76;84
194;295;247
139;10;229
254;212;111
242;218;56
6;295;132
5;229;240
165;16;255
217;266;79
34;74;43
286;237;173
106;267;150
112;54;262
168;218;41
78;93;174
244;137;205
112;171;93
271;141;124
232;65;264
189;34;280
197;18;81
278;293;268
222;295;5
149;94;171
30;150;235
43;92;179
107;30;246
210;73;118
55;284;77
221;287;254
17;178;75
84;154;237
10;50;226
275;264;135
269;155;55
146;191;171
247;160;37
216;236;131
62;130;203
106;91;140
238;60;210
68;75;286
120;72;229
204;118;102
258;52;262
136;173;83
154;164;38
209;161;185
81;182;93
266;121;199
183;205;172
290;180;58
55;23;111
228;219;173
189;268;173
57;246;199
6;253;65
71;212;297
32;267;115
23;121;127
103;102;63
203;238;197
190;17;35
259;297;256
61;188;290
26;52;145
184;144;228
190;23;248
296;100;193
252;233;209
256;164;181
78;21;57
200;120;118
188;11;104
224;197;239
124;194;184
154;74;29
5;180;264
170;162;37
20;35;11
299;179;45
50;127;275
77;47;103
289;63;282
256;233;76
39;10;165
185;186;119
27;180;196
13;138;22
64;176;233
237;247;107
266;33;73
165;136;237
110;150;98
37;15;243
199;255;193
288;263;228
137;282;258
180;115;95
18;87;155
115;199;25
5;137;218
202;221;22
8;2;121
41;32;154
186;140;211
60;65;171
261;21;94
56;8;89
1;296;242
82;282;247
224;90;248
134;269;157
258;117;64
166;36;229
216;84;52
94;253;150
82;225;63
206;181;273
263;237;288
160;17;231
241;291;23
270;269;56
297;69;185
249;185;187
42;11;190
130;129;47
191;257;143
221;66;141
225;297;164
165;35;231
290;262;72
239;156;142
151;19;71
156;204;140
201;153;167
38;281;220
221;42;139
213;91;147
8;116;10
81;107;41
290;71;101
59;8;62
238;152;220
2;89;192
211;260;190
80;138;277
161;140;207
97;108;128
140;24;61
44;157;261
86;193;183
175;297;261
282;124;242
189;32;72
252;285;55
103;291;10
176;259;287
62;207;29
100;90;207
212;220;294
221;143;99
270;180;59
172;289;125
292;157;237
54;281;171
47;17;215
185;151;25
24;109;205
224;52;81
279;43;210
136;196;242
259;148;72
148;236;107
17;28;231
211;144;33
119;245;18
139;287;143
205;274;195
164;48;162
56;252;141
180;97;111
9;88;113
131;102;24
118;72;77
246;180;104
28;29;10
40;124;173
163;154;93
30;113;154
298;220;31
290;115;141
166;173;217
114;11;7
239;290;50
102;180;90
55;207;103
107;170;209
142;178;83
155;128;77
53;26;269
71;241;297
134;175;203
225;17;85
128;160;158
2;59;1
18;197;168
111;269;221
146;274;132
44;88;203
188;191;27
160;85;53
273;257;176
121;100;183
206;70;70
270;173;134
267;180;35
126;278;262
278;272;52
298;130;200
73;190;246
273;209;158
91;32;287
227;131;120
84;27;239
28;142;79
215;57;176
99;112;286
52;27;43
288;283;125
208;131;95
15;72;239
31;178;69
240;123;216
288;28;297
226;28;45
90;296;135
41;103;124
231;20;97
42;168;186
75;72;115
106;122;237
249;59;94
77;80;84
136;288;76
124;21;63
182;271;293
142;176;71
224;268;232
229;99;117
160;130;251
170;59;100
289;109;29
263;83;143
40;109;117
286;40;213
14;15;204
210;28;160
24;12;32
254;109;29
140;121;283
109;242;160
48;221;38
36;129;64
262;12;144
270;143;175
98;291;232
217;242;30
112;122;235
165;252;172
135;213;281
51;56;181
293;28;299
219;298;56
291;240;92
226;23;231
200;226;209
179;66;152
177;26;22
50;155;232
220;55;264
36;79;100
176;174;87
123;60;93
286;108;173
140;145;254
8;85;72
185;73;188
33;261;47
81;160;272
297;165;138
68;183;8
89;40;121
41;241;32
283;31;284
253;246;260
197;295;285
232;187;278
84;277;252
105;46;263
141;164;74
280;68;23
35;53;65
252;5;222
213;237;103
103;249;260
128;20;241
15;179;293
225;259;253
109;241;258
171;295;89
187;258;69
231;40;187
221;94;110
36;265;40
278;255;37
117;148;6
54;183;44
255;208;144
255;266;133
15;56;274
259;48;93
97;163;165
240;19;31
125;246;164
208;152;117
11;219;95
117;227;97
213;182;27
212;297;274
216;272;117
153;243;248
214;121;76
3;286;46
87;26;263
169;190;210
118;24;115
269;137;261
218;256;11
62;74;139
186;99;45
274;284;17
241;185;54
211;122;60
85;252;29
38;112;112
23;149;209
160;153;46
227;260;218
283;84;212
113;64;115
291;90;252
58;255;60
179;14;23
191;88;175
169;116;29
149;190;141
78;245;86
108;85;93
218;209;299
66;99;15
189;257;167
198;148;25
169;55;100
232;53;290
154;120;194
243;146;296
293;221;123
272;160;121
206;36;14
211;73;238
274;229;8
95;189;120
92;221;266
204;196;101
93;86;28
131;69;215
123;84;137
279;122;128
20;11;116
92;183;273
96;130;90
220;215;296
280;14;162
111;102;169
176;186;171
199;147;144
89;241;123
108;43;128
269;111;36
108;128;159
260;253;153
98;175;217
21;240;82
189;260;105
17;120;60
131;279;255
120;146;129
140;18;96
280;40;177
256;100;190
143;114;138
156;275;47
83;240;137
124;195;95
183;162;120
149;50;43
101;287;101
270;18;254
219;118;227
262;123;214
181;125;12
108;25;153
141;226;153
289;263;69
271;297;26
168;109;87
2;62;237
3;191;155
129;185;260
275;109;60
265;93;5
2;250;90
69;209;274
18;191;219
232;223;211
204;198;277
168;217;15
4;95;278
139;252;125
165;148;234
155;236;122
285;94;244
7;287;12
84;248;47
16;286;59
181;96;96
36;207;249
28;138;27
283;3;63
29;33;108
261;293;70
70;45;74
129;235;165
123;256;299
2;187;164
5;244;291
84;169;197
252;195;237
8;21;164
10;25;80
246;26;214
73;38;24
223;157;289
56;12;20
22;152;146
241;232;299
44;221;156
185;35;81
87;223;45
40;127;156
38;245;95
146;35;241
73;287;69
260;31;122
272;198;265
56;92;158
113;42;152
91;57;53
166;185;145
64;79;171
85;37;58
227;227;195
8;18;259
260;264;255
143;53;180
132;40;108
45;113;135
115;140;66
267;147;192
9;107;117
192;299;84
184;236;130
103;58;244
269;266;266
117;121;281
99;175;240
200;190;275
74;89;180
296;42;186
159;150;294
145;106;109
108;291;263
123;31;27
250;24;285
12;196;203
169;291;246
109;192;109
237;161;45
136;178;264
135;8;52
76;204;254
47;280;100
109;45;63
40;14;137
184;287;139
278;266;207
83;51;260
58;102;32
167;15;25
84;114;82
50;250;79
257;140;42
269;210;137
47;222;197
266;249;86
62;221;290
56;146;233
110;128;182
215;56;283
183;168;274
281;252;38
80;211;111
294;298;2
238;151;55
61;90;210
141;284;26
259;298;53
166;8;291
130;54;19
226;95;68
270;82;189
156;247;154
298;236;79
35;75;72
232;246;116
186;5;123
89;39;81
217;23;251
238;252;81
91;281;205
207;243;100
73;286;236
58;55;286
241;295;12
131;185;288
296;287;269
174;8;71
294;117;122
97;3;91
174;170;213
48;47;274
70;215;17
257;201;177
234;17;262
83;184;242
129;176;41
229;226;109
175;277;126
273;187;177
256;51;148
51;80;289
202;142;195
41;259;24
89;63;161
52;38;143
129;65;261
114;188;211
94;167;150
97;45;160
202;111;87
71;69;106
283;238;261
80;230;33
160;60;161
76;70;3
77;102;55
284;154;37
288;202;132
293;38;247
237;290;176
118;50;62
107;5;137
42;210;6
299;226;202
7;229;52
165;149;259
262;31;154
61;60;110
11;95;146
152;11;89
174;34;239
248;107;49
201;128;31
197;81;209
133;178;177
151;7;94
240;79;203
47;198;104
131;291;278
76;225;68
244;159;281
41;164;234
125;202;204
68;66;222
62;280;165
164;281;59
86;251;150
158;237;62
39;258;21
258;108;25
197;4;244
153;132;191
74;253;47
186;5;95
131;146;128
270;266;154
50;238;206
241;121;186
268;201;95
296;229;10
100;51;40
266;218;283
94;110;271
165;222;144
260;216;162
103;229;98
27;236;285
295;44;240
220;15;139
81;249;269
128;237;28
58;99;66
23;151;120
170;232;288
292;131;256
169;101;213
137;195;244
297;135;236
70;44;108
75;9;18
93;267;49
297;89;230
182;145;181
43;57;242
277;25;208
4;12;210
137;268;118
77;164;83
240;42;41
140;287;49
153;9;124
170;98;120
71;68;291
271;22;111
109;179;76
66;41;76
205;153;45
34;260;249
240;36;174
91;80;281
190;263;84
83;127;266
83;217;8
6;13;3
261;6;136
110;140;243
296;95;25
272;92;282
122;1;270
93;62;139
77;194;39
296;102;250
195;276;63
231;61;164
199;141;68
187;65;80
155;247;224
30;290;155
128;15;110
212;242;113
148;162;232
120;177;251
206;197;249
195;103;267
158;274;150
77;50;81
185;50;175
227;285;10
206;30;10
193;153;70
153;110;272
288;213;164
1;79;173
247;99;241
216;47;120
163;19;28
291;165;135
202;254;247
162;250;62
101;208;22
195;51;123
255;96;147
109;283;291
134;80;102
39;128;124
109;123;4
79;242;96
61;49;213
161;286;268
116;100;249
58;55;182
192;104;222
132;186;83
295;161;208
13;39;69
202;214;67
6;297;194
51;41;200
174;219;268
249;186;25
204;275;96
108;251;146
293;74;177
108;5;114
286;132;248
196;24;75
218;296;205
270;119;136
289;155;56
156;116;190
164;130;89
13;276;94
242;145;55
216;40;135
170;293;270
127;106;267
42;235;5
190;207;140
268;265;169
198;263;229
213;22;39
264;198;181
192;263;9
39;83;73
133;287;102
159;85;42
239;45;206
1;102;137
167;285;230
57;159;277
296;209;117
61;189;240
140;210;109
241;6;135
118;239;156
196;52;103
71;172;223
136;250;233
88;20;7
222;198;12
26;193;136
204;108;116
230;25;253
226;119;292
280;57;146
96;119;201
97;62;216
140;120;48
216;272;146
62;130;102
134;240;18
214;79;52
59;213;19
42;160;102
141;123;106
63;281;198
159;251;144
85;34;262
4;45;32
273;233;227
299;238;67
1;95;214
61;296;89
57;79;273
94;159;101
10;21;219
111;116;1
94;49;246
127;289;17
69;232;129
66;154;158
134;213;262
170;58;92
135;142;168
168;201;170
276;295;270
213;136;59
118;153;118
148;8;202
134;240;97
40;192;275
118;15;298
78;295;94
172;6;124
54;272;42
64;161;20
3;120;42
130;89;275
234;25;75
177;102;44
173;85;6
129;234;14
251;255;188
182;151;18
242;195;261
119;13;135
198;240;254
133;63;132
281;27;292
99;123;230
149;7;274
91;267;244
107;10;293
43;126;107
32;217;116
140;140;231
213;188;3
155;106;136
251;231;253
2;262;115
235;158;255
221;117;205
193;222;65
257;294;157
19;54;89
185;21;204
19;254;11
154;145;36
242;119;104
135;41;73
261;12;4
222;38;94
295;254;291
143;105;160
174;235;58
274;32;140
3;17;244
240;272;298
182;74;97
165;86;128
291;161;240
3;49;251
27;22;215
285;70;66
231;184;167
192;26;112
52;169;234
77;85;277
196;209;159
192;65;276
13;290;45
41;157;279
273;45;97
139;246;85
228;266;219
111;264;215
15;77;50
212;237;29
203;191;70
286;126;57
256;196;298
261;78;2
34;110;174
284;129;262
172;12;169
277;148;177
52;295;115
179;112;62
195;209;61
21;248;10
264;32;122
237;295;139
285;78;20
2;208;63
15;299;195
164;9;29
103;298;203
93;252;287
33;101;184
271;37;266
8;160;97
34;149;280
80;235;24
91;276;18
7;199;248
20;54;260
65;270;66
191;74;97
239;247;37
195;287;212
87;88;200
52;243;80
220;51;152
125;216;267
71;199;226
162;16;250
28;235;292
107;74;86
55;163;256
184;234;79
291;121;60
59;57;57
243;107;179
163;182;16
177;34;232
27;29;241
129;234;287
296;236;62
120;188;295
132;248;135
199;116;179
184;295;190
88;47;186
205;283;125
87;210;8
103;169;93
27;164;90
273;169;158
290;37;142
208;179;58
106;184;59
235;292;149
291;175;199
106;105;86
210;18;98
160;52;216
182;75;59
55;3;283
218;44;14
86;85;66
116;154;96
81;245;277
145;214;104
275;10;242
52;90;294
208;79;118
189;146;293
283;270;75
163;43;26
276;238;129
22;86;40
248;64;221
180;122;35
208;268;259
105;77;131
248;223;13
277;211;119
68;44;104
34;64;214
262;94;140
174;239;274
264;199;152
287;137;70
50;207;221
13;109;180
52;286;23
54;111;99
233;31;67
4;289;291
18;224;17
146;271;70
165;269;219
120;190;210
236;248;72
83;94;188
265;54;45
284;227;205
76;37;18
246;31;274
176;193;33
272;92;39
89;294;55
162;84;245
3;66;185
217;242;217
119;40;63
276;91;18
165;268;179
58;156;9
248;121;290
271;297;21
115;293;64
145;276;233
207;62;233
207;107;150
290;108;82
188;138;142
80;290;246
260;76;127
199;249;77
138;289;175
264;222;290
299;51;7
152;238;260
261;241;46
279;161;224
266;57;17
200;212;126
290;204;82
169;227;270
168;239;206
51;90;259
197;196;235
236;271;2
113;130;48
254;134;183
198;91;198
89;165;184
103;133;114
170;7;184
41;238;296
50;93;27
98;224;293
113;45;130
85;242;100
218;127;74
193;56;269
149;137;194
85;294;208
229;287;248
257;183;42
299;264;246
237;49;162
264;202;236
37;231;211
193;36;5
19;125;132
289;159;222
24;200;78
295;155;98
200;44;95
148;229;99
259;277;178
287;20;37
110;22;55
64;165;45
61;150;25
38;169;112
15;286;221
205;145;111
235;58;152
39;117;154
71;29;167
117;74;225
189;258;146
215;66;208
73;89;199
91;36;79
224;296;47
296;149;101
179;56;153
105;94;33
264;18;183
162;128;247
77;231;61
66;24;48
221;200;242
292;72;201
135;7;171
85;241;124
247;1;267
74;212;38
93;281;245
250;51;134
227;57;115
160;109;69
12;108;86
210;216;242
77;229;285
285;251;262
170;42;68
177;74;78
194;166;117
183;20;83
180;94;195
164;5;157
278;15;259
177;246;155
75;281;268
86;164;271
104;151;245
297;7;156
55;18;56
3;74;244
209;161;250
48;194;92
45;217;221
295;208;196
45;219;152
70;223;78
51;80;170
248;56;92
45;46;14
124;12;114
179;60;4
151;186;96
152;294;242
70;192;248
146;142;21
33;189;146
125;128;291
285;289;68
272;293;182
228;1;245
41;26;58
154;225;56
104;145;242
129;138;31
43;222;185
276;126;157
116;246;108
255;227;177
67;67;255
176;52;281
257;86;245
17;62;130
141;33;1
190;170;187
232;147;160
291;207;105
25;115;167
204;133;43
101;283;263
190;95;82
86;246;6
167;83;293
11;110;283
222;62;211
241;137;257
86;51;216
285;85;278
5;286;10
287;243;44
89;141;133
241;83;175
80;280;92
31;73;150
137;175;258
69;102;238
108;253;269
3;208;74
219;28;205
181;169;188
152;193;195
171;277;80
117;105;191
265;32;278
225;138;163
123;52;101
270;122;202
24;141;130
162;259;141
210;105;233
91;177;237
97;284;113
28;23;207
264;72;165
88;184;227
291;127;207
273;188;152
108;84;103
139;254;125
212;226;276
219;167;58
4;173;153
256;94;203
1;245;149
90;256;205
67;186;162
57;90;133
249;106;55
170;253;257
212;181;94
181;44;19
256;151;87
140;37;44
7;46;145
95;227;174
