193;228
166;123
115;156
105;77
41;246
82;180
280;230
247;8
237;138
272;142
283;187
3;54
108;2
194;24
46;90
193;79
251;140
265;161
267;257
19;78
223;149
190;103
6;227
253;10
2;47
163;130
253;107
20;36
179;254
158;205
254;7
222;253
205;165
28;58
192;136
151;85
130;214
252;2
245;126
14;234
44;27
108;48
56;67
42;277
206;8
225;115
124;138
170;65
127;269
94;134
3;35
264;156
8;128
189;225
61;91
222;27
124;203
160;213
276;160
149;299
181;62
99;294
204;85
213;62
62;9
228;174
102;199
37;297
14;119
143;295
59;57
181;291
280;285
227;242
167;10
218;291
77;141
117;259
69;295
266;18
277;150
184;157
24;227
264;281
112;193
169;101
276;88
66;148
224;228
197;291
87;142
45;212
81;223
296;145
163;25
285;5
115;204
282;62
299;75
217;130
61;112
125;13
248;129
145;214
70;121
291;170
140;255
239;268
117;110
90;28
134;278
23;113
95;47
291;239
59;139
228;233
251;139
23;232
155;199
129;104
145;173
57;228
106;55
11;66
271;266
193;114
26;264
46;199
56;166
189;149
31;154
124;262
39;232
32;73
82;22
69;274
218;5
271;169
217;26
104;250
241;94
249;196
158;219
119;299
114;39
233;94
143;103
194;266
11;67
178;107
282;290
108;108
268;25
72;60
271;250
109;144
131;136
190;76
49;31
48;45
59;283
184;27
51;219
36;111
195;155
290;84
263;85
68;203
204;288
251;40
277;214
241;164
13;47
215;159
93;190
31;276
205;87
189;87
180;265
195;40
178;249
52;171
107;286
226;14
258;81
26;248
283;132
222;193
121;81
270;263
7;61
130;272
61;269
21;244
207;185
104;54
240;218
258;189
116;174
184;152
113;65
200;241
139;45
50;242
246;147
269;92
79;266
81;224
247;95
30;110
206;116
24;49
41;243
251;144
91;230
234;211
19;205
6;174
146;297
59;266
98;222
115;76
276;128
15;215
290;92
3;269
52;257
65;286
178;274
184;172
287;219
112;275
89;164
204;273
226;232
259;168
140;48
155;110
67;221
46;31
287;80
58;172
71;280
256;132
265;23
189;295
281;223
245;253
170;94
39;233
158;27
222;164
277;210
62;222
211;123
263;3
140;187
62;175
34;105
68;285
20;61
79;122
224;141
259;245
271;157
109;175
236;55
92;50
272;52
209;146
73;10
127;232
260;66
267;45
164;12
87;8
204;110
120;167
65;10
64;55
16;37
92;228
257;94
54;115
282;289
160;100
189;65
230;114
27;277
133;152
183;177
272;71
13;153
138;178
31;225
197;273
206;273
299;288
292;173
208;117
143;44
298;136
174;123
45;118
282;72
293;157
36;237
270;292
104;234
112;207
144;236
159;243
119;205
69;201
88;202
100;290
207;109
147;67
284;23
176;10
298;266
39;28
293;199
53;140
222;288
126;251
51;95
90;31
156;205
267;54
213;43
199;232
87;270
104;136
207;273
56;223
40;243
196;159
75;22
177;104
270;195
119;256
27;224
104;13
87;289
180;9
11;227
183;195
208;267
126;173
31;192
178;115
52;52
193;291
271;266
219;266
120;22
62;3
91;32
231;272
143;184
154;169
1;148
125;146
201;140
24;139
5;298
179;14
73;54
211;60
254;180
206;58
172;267
31;285
237;75
243;59
114;282
153;170
201;49
71;177
268;237
135;177
168;286
21;192
177;196
170;294
89;280
148;52
194;233
255;176
138;260
8;71
129;23
172;74
74;121
108;25
290;77
163;142
2;31
195;93
69;72
34;227
64;256
29;295
238;129
102;12
162;77
30;52
51;53
9;9
66;86
184;43
243;86
278;73
286;80
79;63
73;240
31;227
198;37
173;112
270;232
58;79
55;164
12;115
82;9
162;288
12;145
276;39
205;90
264;18
276;142
1;160
22;194
140;195
254;220
222;109
116;53
223;7
204;88
51;143
39;72
20;100
201;274
48;138
50;172
61;152
104;64
16;268
83;146
72;40
148;35
91;225
236;1
79;154
130;265
108;20
20;256
93;74
299;276
154;232
106;180
187;241
121;108
99;41
286;143
50;33
137;159
157;118
233;19
103;111
293;217
237;245
37;274
151;68
70;257
148;93
266;30
118;232
178;134
86;154
30;56
285;99
90;74
291;287
42;292
212;130
167;71
290;298
263;272
295;129
273;274
222;230
212;178
152;29
157;2
208;155
136;61
240;226
40;44
287;160
59;298
178;172
110;147
157;92
133;286
8;131
269;92
66;254
32;19
255;249
281;181
71;259
79;107
71;56
173;52
272;76
172;122
50;206
212;104
245;21
245;173
71;192
117;19
128;267
81;87
263;211
153;255
164;85
279;27
162;70
175;262
229;254
199;94
156;33
63;218
159;193
284;221
278;148
205;75
111;251
223;29
277;197
248;224
50;285
228;21
86;223
6;67
245;207
101;187
83;112
70;225
143;120
218;66
226;9
67;225
55;202
111;36
21;250
187;283
231;196
56;2
238;292
270;184
138;115
124;155
173;139
197;234
113;104
280;250
89;159
232;264
41;8
158;186
99;190
220;33
282;118
48;3
29;7
225;141
7;282
71;226
25;290
206;180
270;269
90;65
253;270
8;115
245;91
38;27
249;77
96;98
243;247
53;189
43;122
182;253
228;62
138;162
115;155
256;182
69;214
201;185
184;144
55;4
164;231
237;135
68;101
85;279
247;179
133;250
69;140
194;126
70;74
29;91
124;225
128;253
22;201
184;278
293;122
297;106
285;213
203;190
26;283
133;136
44;4
88;7
53;289
116;86
110;110
134;208
119;106
109;166
194;199
190;77
236;22
271;127
63;190
77;3
101;110
284;200
203;109
53;246
272;207
129;289
230;83
286;120
92;184
177;66
160;66
162;277
15;24
275;75
119;82
100;228
177;270
137;230
13;124
270;200
86;263
161;244
121;278
296;275
192;78
219;105
241;28
150;213
87;195
165;32
221;113
254;34
122;266
108;169
229;32
105;189
207;166
237;239
101;26
192;288
123;71
161;81
79;139
48;236
47;253
245;83
230;100
190;150
201;207
238;31
222;252
294;67
76;177
114;279
172;104
37;211
171;274
210;224
77;275
101;289
65;282
212;21
45;226
87;177
293;207
119;78
108;131
102;284
118;22
190;187
255;159
111;35
52;87
69;165
188;150
223;202
291;193
147;9
262;78
212;201
202;93
97;36
100;214
93;229
263;155
240;277
123;84
19;118
64;59
192;89
229;133
191;294
135;263
296;92
19;157
275;77
118;50
206;122
272;163
151;130
296;263
17;217
7;21
291;111
182;82
59;4
112;131
291;229
180;120
39;266
223;243
141;145
278;220
266;17
19;8
138;106
281;273
91;32
183;56
132;269
62;178
266;102
89;53
19;102
147;57
116;179
25;131
14;38
234;206
265;192
27;257
133;285
261;242
111;120
174;46
145;76
292;79
244;173
84;176
158;9
158;195
282;81
112;161
255;52
234;221
163;106
181;236
7;143
70;59
1;108
268;216
84;221
119;297
120;7
184;248
210;299
244;243
154;227
247;199
124;249
266;251
76;185
50;292
34;117
7;149
81;225
247;195
274;86
211;281
63;125
273;20
202;248
188;39
279;167
57;180
55;106
114;157
162;20
7;122
48;236
284;119
173;176
234;224
243;192
248;141
98;28
206;29
8;160
277;85
108;291
214;285
101;116
77;119
11;292
57;32
32;240
74;233
75;23
23;125
212;53
70;236
225;15
246;110
206;163
184;290
29;104
59;166
296;132
253;258
156;69
54;90
194;111
22;47
222;201
50;155
139;214
159;272
66;208
205;151
214;272
211;96
162;193
45;20
46;4
123;227
205;287
192;75
236;21
155;262
67;196
14;153
262;199
242;26
116;193
293;180
18;39
287;150
251;251
245;169
178;16
218;41
44;91
41;138
141;206
236;151
121;276
117;268
139;207
41;239
70;50
227;223
251;33
250;85
15;166
107;49
174;217
211;89
77;6
51;129
283;195
249;188
29;237
193;233
136;139
140;40
200;40
226;202
197;113
165;198
168;187
17;176
37;126
169;281
263;273
48;93
120;124
268;202
134;68
226;39
128;204
270;184
97;196
22;160
21;29
184;262
203;32
222;179
164;47
21;178
60;121
76;74
223;130
292;21
46;295
296;30
81;26
133;238
283;259
92;32
46;193
205;114
257;28
101;291
212;227
148;249
222;156
95;253
125;183
175;88
59;22
289;25
297;123
194;130
247;95
58;234
211;11
39;194
195;148
215;157
55;273
14;74
228;103
283;93
171;141
282;190
211;218
120;153
162;196
234;165
110;175
178;296
71;149
196;234
282;195
22;26
21;88
15;245
182;170
138;145
267;229
127;122
39;172
43;124
54;121
10;287
209;266
208;117
60;90
202;37
105;155
272;213
3;186
292;5
237;269
96;187
178;193
156;285
254;211
54;263
152;28
215;151
85;72
176;74
172;157
280;4
1;207
260;84
104;71
234;262
219;209
21;66
62;158
127;191
169;245
243;296
187;292
264;137
151;212
218;259
74;140
157;132
54;290
274;93
46;90
296;28
107;34
8;119
58;246
267;136
269;11
195;19
291;278
87;215
198;292
197;114
12;262
70;182
198;240
164;274
74;2
68;175
224;283
1;142
220;293
291;67
240;149
82;194
160;194
11;63
115;221
140;276
92;148
114;280
224;73
109;80
284;52
72;262
148;247
162;189
163;23
196;52
42;176
278;35
176;80
221;265
10;101
166;26
35;98
8;26
209;56
216;105
152;132
34;278
275;54
95;195
136;177
255;57
278;211
192;198
286;221
40;214
268;273
139;20
200;112
278;280
139;161
200;290
213;198
136;98
257;25
98;283
129;257
297;285
86;23
277;90
293;192
31;267
108;19
16;28
204;77
60;116
97;132
60;282
19;42
116;26
87;186
86;227
43;9
12;54
20;163
11;84
271;231
127;132
55;233
146;3
180;195
16;111
211;73
68;162
233;173
114;130
213;39
192;224
185;141
208;4
12;56
283;202
46;167
186;182
299;153
269;207
242;9
135;252
163;284
180;135
126;39
180;132
158;41
169;62
232;230
285;244
92;31
50;111
63;18
220;141
120;28
96;133
296;272
75;113
87;168
82;110
260;104
45;116
266;3
107;251
145;287
224;235
265;67
214;149
45;44
99;99
28;4
84;59
111;7
258;296
105;35
221;129
156;70
139;174
80;105
247;177
217;144
226;221
282;25
45;54
212;39
94;29
151;53
148;147
209;275
123;267
248;143
63;118
95;180
152;230
74;113
217;189
183;241
284;213
223;261
105;125
116;219
264;279
297;275
107;94
255;57
159;46
46;102
189;190
27;22
282;146
108;218
217;41
113;188
136;172
266;292
30;293
241;212
117;119
71;179
239;198
5;12
63;15
148;179
257;232
131;161
176;284
253;261
187;275
114;260
86;245
33;130
284;208
92;187
269;90
76;294
24;106
39;273
284;262
104;61
85;130
76;140
169;223
201;90
160;10
31;144
186;288
254;144
218;184
104;270
242;76
167;204
175;254
64;259
107;289
215;94
8;260
170;58
219;97
218;221
213;280
166;190
43;43
203;179
11;238
154;166
188;213
246;42
7;6
260;110
118;23
282;274
36;173
278;11
20;99
191;36
94;152
263;96
77;279
152;83
168;282
222;11
240;224
187;177
245;113
53;100
38;178
26;125
217;194
128;53
143;80
285;6
135;22
276;167
32;157
49;77
158;172
258;128
31;17
196;42
163;187
227;214
285;33
98;197
42;187
136;181
117;250
216;188
99;47
143;1
106;216
294;264
147;188
248;11
7;229
170;261
80;220
229;14
241;17
239;91
293;18
282;36
49;53
167;111
31;220
195;158
233;54
255;98
161;26
285;116
292;7
210;155
122;85
140;216
39;146
276;13
231;98
225;114
202;70
52;141
195;116
144;244
27;107
230;113
256;159
251;67
91;236
287;16
90;75
258;105
269;144
79;173
296;254
195;133
221;4
181;7
282;41
38;298
278;163
138;264
171;177
68;98
261;82
277;72
57;24
261;230
180;45
213;77
128;17
104;178
259;33
190;150
216;184
19;183
258;22
51;140
43;271
237;211
143;89
101;27
259;67
44;131
142;243
203;67
234;180
200;166
218;231
285;11
69;205
155;12
49;19
84;128
224;222
32;174
9;93
256;9
250;283
136;188
138;9
211;204
213;168
169;259
209;257
230;285
128;252
63;202
256;269
205;72
208;60
152;64
56;234
138;99
101;226
28;195
131;53
134;132
111;195
158;85
24;13
252;191
126;176
61;278
198;50
184;134
116;61
66;81
270;62
138;134
278;114
26;135
61;18
210;42
135;120
103;182
209;73
188;203
188;22
86;258
138;21
7;238
298;146
125;80
83;35
204;272
265;290
115;56
81;153
231;187
167;228
224;134
216;178
216;268
56;255
108;221
184;22
170;135
59;10
118;94
216;195
204;131
244;146
76;248
210;173
211;61
74;98
56;255
127;196
194;217
291;214
259;137
137;8
82;68
236;66
48;232
292;117
104;175
77;165
147;239
139;42
18;114
50;151
16;262
181;183
196;131
295;203
109;221
7;10
134;220
149;25
76;128
37;37
144;100
202;54
5;98
79;212
36;204
275;212
133;3
121;203
208;217
43;55
161;96
17;177
43;246
171;18
104;24
161;144
244;149
130;188
205;81
273;242
29;85
4;245
56;291
21;26
25;33
268;267
238;176
257;80
41;174
177;124
67;282
103;92
241;148
79;169
200;212
50;57
160;168
25;91
10;209
234;209
7;41
60;265
141;219
10;61
40;267
256;136
62;26
56;263
128;295
293;89
255;106
88;252
88;160
151;82
138;49
74;240
77;230
288;265
187;171
155;184
226;87
240;206
99;171
248;206
238;196
282;164
83;163
149;45
50;74
287;198
142;46
28;269
260;120
1;128
253;165
111;207
284;97
109;198
51;272
109;18
163;181
72;259
199;250
271;50
255;103
258;67
63;24
142;99
132;77
257;141
130;224
116;210
299;288
250;46
1;70
245;161
65;230
84;250
95;3
106;99
61;38
226;161
152;173
142;75
89;50
62;183
70;17
22;269
206;182
4;284
140;204
156;31
153;208
57;195
181;263
128;277
173;27
28;246
224;98
88;138
261;61
135;258
59;297
137;111
108;146
4;143
82;194
283;225
187;173
70;44
199;23
67;256
256;237
261;90
75;63
261;226
165;260
269;137
245;33
215;250
138;133
91;293
212;156
205;89
28;242
298;167
281;256
168;15
258;174
123;128
246;160
136;230
124;203
121;18
147;233
277;252
106;166
136;213
167;41
256;181
286;7
234;110
120;32
118;139
39;13
223;90
8;255
7;172
207;48
97;109
230;297
269;226
285;98
169;237
160;44
149;40
244;262
187;205
166;103
296;202
154;180
70;4
222;215
26;256
214;271
232;81
208;291
169;109
85;85
197;37
146;126
53;174
231;255
263;188
240;145
105;86
5;85
233;270
110;41
80;32
286;89
47;281
79;290
179;145
84;287
88;16
113;203
239;203
256;257
130;166
215;268
179;276
220;286
233;35
252;153
36;143
244;163
68;272
173;193
292;46
9;162
224;107
89;247
168;108
126;125
28;68
284;170
235;194
155;148
175;136
299;84
159;100
3;31
17;295
85;31
124;17
160;126
67;187
15;130
68;125
167;207
115;137
94;270
144;100
157;129
16;212
131;33
151;72
232;189
11;53
99;22
223;138
214;190
191;202
238;21
134;251
137;16
114;142
212;99
56;27
131;26
294;274
15;208
292;8
269;130
85;157
59;262
219;88
126;248
256;48
174;101
65;193
139;276
195;275
183;153
278;252
24;128
203;222
82;165
296;215
136;126
138;147
93;274
198;30
189;20
131;163
66;20
257;87
248;34
94;22
49;163
75;104
234;11
174;136
75;244
156;292
142;102
95;108
118;106
223;135
254;255
210;36
181;91
245;133
219;269
116;189
26;35
187;175
64;41
78;232
198;78
266;87
28;285
167;195
213;134
216;217
25;274
20;121
237;161
17;60
26;103
253;278
177;230
138;165
284;225
181;7
214;18
155;109
56;256
60;208
72;63
130;162
90;3
267;224
44;78
139;84
94;227
49;214
248;81
259;204
215;286
124;49
280;71
229;103
164;21
119;196
268;221
267;44
52;27
191;217
46;243
259;252
174;84
285;168
199;178
31;9
282;9
254;171
232;12
32;295
266;11
64;99
214;94
119;122
29;294
36;220
128;157
237;195
111;198
163;82
270;286
98;202
178;24
169;21
245;38
280;78
20;187
254;159
15;197
174;62
240;146
197;53
211;179
276;31
83;22
299;19
197;54
199;95
169;16
284;82
109;53
123;61
11;217
244;208
179;158
183;262
159;140
33;151
21;186
193;130
11;102
87;182
295;218
215;27
255;272
154;252
72;277
289;129
149;17
228;84
283;27
173;282
200;239
196;297
151;69
84;203
212;24
222;107
196;208
252;223
3;131
31;199
119;149
294;242
143;227
20;233
136;40
203;115
32;110
234;100
34;259
77;213
140;43
110;190
289;172
94;19
27;190
83;15
98;140
51;247
150;243
3;210
111;25
138;235
23;272
38;132
283;4
48;189
130;66
162;283
157;213
36;254
144;286
40;157
244;245
106;295
77;118
70;179
142;295
295;50
37;170
13;141
52;111
261;110
8;184
162;197
209;136
120;280
271;196
262;14
179;292
210;127
279;220
198;184
25;35
130;108
216;276
59;294
204;82
63;19
240;79
112;279
226;298
57;111
175;243
195;181
159;229
201;34
190;81
291;164
68;112
95;254
23;113
120;233
144;81
218;266
17;152
232;234
144;282
200;187
267;226
275;118
177;17
86;127
9;81
231;246
140;140
201;153
96;163
56;141
155;41
263;13
232;40
59;69
241;278
162;8
36;3
140;16
144;224
261;113
20;250
111;17
147;167
18;21
26;203
296;152
139;82
78;224
152;288
127;37
175;123
67;262
143;223
186;13
126;223
25;120
74;201
124;97
31;61
288;259
49;194
117;289
31;35
176;77
90;1
52;283
50;139
138;166
29;101
60;130
174;238
30;49
296;219
201;156
72;2
241;257
251;289
29;279
105;153
152;131
39;275
81;234
21;186
279;126
251;122
118;45
9;195
66;163
15;171
71;43
110;57
213;256
44;105
41;217
194;222
57;56
156;238
199;173
35;118
130;147
148;295
21;214
230;97
144;16
82;120
43;43
199;239
164;136
10;282
78;90
49;151
96;250
85;98
78;142
131;104
150;56
176;164
15;143
158;122
188;186
21;188
37;263
131;149
266;154
234;158
161;64
174;157
156;278
236;137
194;194
274;200
168;51
43;48
261;72
288;106
47;186
106;269
255;162
155;177
139;87
175;151
52;197
217;226
277;9
94;39
109;210
225;51
181;272
37;285
123;176
14;8
77;68
110;263
217;43
84;298
91;260
290;88
152;140
280;54
61;44
20;42
202;18
77;200
276;214
186;133
73;291
29;92
142;258
206;199
19;275
118;259
108;235
236;163
290;144
260;181
228;268
173;85
224;232
85;193
41;155
195;7
207;130
276;96
134;104
240;51
212;281
265;170
156;109
122;278
227;230
38;134
90;279
90;236
92;154
64;50
241;82
223;15
115;198
26;240
51;103
159;103
250;25
80;206
4;235
221;286
225;68
126;286
83;278
125;215
115;237
97;224
178;45
50;284
148;171
140;37
221;284
184;284
280;142
244;79
106;129
119;220
59;169
58;67
253;230
12;45
274;98
75;217
153;170
152;47
33;204
261;19
55;142
280;235
12;192
153;219
243;35
165;10
250;220
121;223
151;178
58;296
63;262
221;135
257;222
83;39
133;286
127;252
18;129
198;18
24;48
19;169
53;208
16;243
283;272
166;195
80;280
70;50
20;183
78;156
152;99
273;168
10;113
232;92
253;122
101;68
41;241
208;259
106;66
94;82
41;205
134;87
24;294
75;131
127;36
122;219
8;6
294;227
164;167
209;214
285;171
179;283
179;239
55;44
174;177
256;192
98;142
73;190
124;218
253;174
38;135
91;36
152;31
228;80
114;35
274;106
272;221
3;156
175;233
2;285
65;275
99;112
169;275
174;209
76;235
283;184
168;73
180;222
293;274
144;71
128;96
11;44
227;284
259;258
225;62
52;258
107;224
274;41
13;148
82;270
35;182
243;225
252;233
203;87
294;242
19;19
283;75
8;246
210;77
117;93
78;110
126;82
120;195
153;249
12;91
9;210
78;81
9;135
121;226
184;259
120;48
53;226
28;243
47;168
127;226
214;10
121;55
1;62
147;124
282;112
181;16
27;230
248;261
208;179
120;28
132;3
70;115
241;164
108;220
68;283
50;221
160;11
184;176
213;28
266;74
166;279
262;148
245;245
159;218
14;272
93;285
269;22
297;29
81;213
106;293
295;55
263;49
245;157
190;43
74;9
56;241
246;258
160;116
210;168
112;240
252;266
43;271
200;13
41;227
120;155
248;220
198;156
133;291
206;226
36;73
16;87
83;164
168;53
174;283
228;287
211;194
47;276
72;105
46;158
132;135
227;267
10;237
74;130
199;285
179;113
26;209
264;2
63;107
81;269
223;50
43;119
238;262
242;109
76;94
138;109
298;261
73;289
50;118
12;235
142;219
95;149
14;161
8;38
43;291
247;200
142;95
34;139
10;150
93;12
288;197
72;181
188;47
76;209
280;60
260;215
214;277
219;128
73;11
146;64
50;154
115;229
107;135
74;238
221;233
162;291
265;72
200;101
207;194
102;86
296;86
28;229
175;120
257;95
14;205
63;21
24;287
77;148
142;20
261;72
224;233
199;182
255;292
190;261
16;282
47;40
145;230
293;83
115;192
16;41
46;176
132;154
71;90
198;229
138;26
189;262
249;298
176;14
1;232
293;101
34;9
27;143
33;111
283;138
159;48
52;19
293;265
290;237
265;223
46;284
24;77
263;242
206;285
285;52
254;182
128;90
59;223
79;114
265;133
273;277
58;149
125;277
24;162
153;294
184;102
183;119
298;163
95;167
217;62
92;280
173;254
19;42
44;282
270;100
165;297
98;271
193;64
34;291
218;105
207;51
279;228
6;157
184;103
109;146
28;155
42;24
100;264
204;138
44;31
291;132
47;59
172;81
29;204
265;198
211;276
144;265
265;265
218;46
140;81
45;289
137;147
76;118
49;164
183;269
26;98
229;12
92;211
229;275
81;154
95;147
222;207
46;141
7;130
167;98
119;173
104;240
61;105
233;262
197;207
145;217
181;42
147;93
274;293
36;104
127;286
150;175
141;97
157;267
74;47
33;215
295;39
221;7
257;281
231;107
219;117
263;183
66;32
206;63
243;147
175;213
220;79
135;23
147;214
278;48
224;182
81;133
281;247
194;142
76;160
184;150
181;163
271;79
131;297
66;53
230;104
135;52
272;275
273;102
20;230
6;28
262;297
21;241
141;294
155;10
289;11
5;172
71;262
169;7
12;245
140;130
141;24
94;155
294;193
167;106
128;9
237;95
205;153
137;50
44;222
32;185
27;108
4;150
37;223
185;11
226;298
285;134
100;77
270;169
33;168
115;50
278;256
42;98
169;183
90;152
11;142
152;42
251;16
222;119
199;157
98;93
70;59
35;30
268;16
261;284
168;188
269;236
129;131
94;2
129;231
63;242
280;234
163;165
104;150
269;66
175;64
31;130
73;265
151;92
8;203
181;282
104;252
226;34
101;236
80;85
213;79
34;269
56;82
45;73
207;265
206;48
166;71
258;134
265;289
185;63
94;285
58;128
178;120
34;245
109;43
26;268
111;186
15;252
10;181
116;183
139;250
15;62
103;75
12;181
235;55
22;47
198;44
24;158
230;227
262;126
286;293
293;8
88;173
59;270
135;132
135;202
231;120
8;242
144;217
127;61
27;81
239;45
155;161
3;293
190;49
258;204
86;230
83;258
209;271
76;174
162;200
138;268
22;256
240;65
232;109
91;160
141;9
196;58
194;14
258;223
32;147
121;165
75;190
251;129
34;295
137;120
98;247
135;166
278;269
147;149
241;88
90;44
279;72
69;98
42;54
11;4
64;82
237;68
18;153
197;51
118;14
103;93
232;11
59;44
129;255
34;170
192;258
229;177
57;105
135;121
62;274
19;123
153;186
59;100
142;50
251;289
222;34
121;204
104;145
292;240
177;196
130;51
29;194
292;135
31;60
222;216
115;67
1;168
143;37
46;31
47;177
185;209
139;142
125;37
195;226
122;260
229;26
40;250
